0.0000000	0.0000000	51.0101010
-4.4754146	0.0000000	51.0101010
0.0000000	-4.4754146	51.0101010

0.0000000	0.0000000	51.0101010
-8.9508292	0.0000000	51.0101010
0.0000000	-8.9508292	51.0101010

-17.9016584	0.0000000	51.0101010
-26.8524875	0.0000000	51.0101010
-17.9016584	-8.9508292	51.0101010

-17.9016584	0.0000000	51.0101010
-17.9016584	-8.9508292	51.0101010
-8.9508292	-0.0000000	51.0101010

-17.9016584	0.0000000	51.0101010
-17.9016584	-17.9016584	51.0101010
0.0000000	-0.0000000	51.0101010

-35.8033167	0.0000000	51.0101010
-44.7541459	0.0000000	51.0101010
-35.8033167	-8.9508292	51.0101010

-35.8033167	0.0000000	51.0101010
-35.8033167	0.0000000	40.8080808
-35.8033167	-8.9508292	51.0101010

-17.9016584	0.0000000	51.0101010
-26.8524875	0.0000000	51.0101010
-17.9016584	-8.9508292	51.0101010

0.0000000	0.0000000	51.0101010
-3.3565609	-1.1188536	54.1338190
-1.1188536	-3.3565609	47.8863830

0.0000000	0.0000000	51.0101010
-3.6015355	-2.2640199	52.5945626
1.3901408	-3.6015355	48.4296053

0.0000000	0.0000000	51.0101010
-3.9186507	-1.8798133	52.2269592
1.7085013	-4.0471347	50.0355617

0.0000000	0.0000000	51.0101010
-2.5463566	3.3418628	52.7674990
-2.4159149	-2.9321682	53.7061395

